Abakan,Абакан,Republic of Khakassia
Neftekamsk,Нефтекамск,Republic of Bashkortostan
Neftekumsk,Нефтекумск,Stavropol Krai
Nefteyugansk,Нефтеюганск,Khanty-Mansi Autonomous Okrug
Nelidovo,Нелидово,Tver Oblast
Neman,Неман,Kaliningrad Oblast
Nerchinsk,Нерчинск,Zabaykalsky Krai
Nerekhta,Нерехта,Kostroma Oblast
Neryungri,Нерюнгри,Sakha Republic
Nesterov,Нестеров,Kaliningrad Oblast
Nevel,Невель,Pskov Oblast
Nevelsk,Невельск,Sakhalin Oblast
Nevinnomyssk,Невинномысск,Stavropol Krai
Nevyansk,Невьянск,Sverdlovsk Oblast
Neya,Нея,Kostroma Oblast
Nikolayevsk,Николаевск,Volgograd Oblast
Nikolayevsk-on-Amur,Николаевск-на-Амуре,Khabarovsk Krai
Nikolsk,Никольск,Vologda Oblast
Nikolsk,Никольск,Penza Oblast
Nikolskoye,Никольское,Leningrad Oblast
Nizhnekamsk,Нижнекамск,Republic of Tatarstan
Nizhneudinsk,Нижнеудинск,Irkutsk Oblast
Nizhnevartovsk,Нижневартовск,Khanty-Mansi Autonomous Okrug
Nizhniye Sergi,Нижние Серги,Sverdlovsk Oblast
Nizhny Lomov,Нижний Ломов,Penza Oblast
Nizhny Novgorod,Нижний Новгород,Nizhny Novgorod Oblast
Nizhny Tagil,Нижний Тагил,Sverdlovsk Oblast
Nizhnyaya Salda,Нижняя Салда,Sverdlovsk Oblast
Nizhnyaya Tura,Нижняя Тура,Sverdlovsk Oblast
Noginsk,Ногинск,Moscow Oblast
Nolinsk,Нолинск,Kirov Oblast
Norilsk,Норильск,Krasnoyarsk Krai
Novaya Ladoga,Новая Ладога,Leningrad Oblast
Novaya Lyalya,Новая Ляля,Sverdlovsk Oblast
Novoalexandrovsk,Новоалександровск,Stavropol Krai
Novoaltaysk,Новоалтайск,Altai Krai
Novoanninsky,Новоаннинский,Volgograd Oblast
Novocheboksarsk,Новочебоксарск,Chuvash Republic
Novocherkassk,Новочеркасск,Rostov Oblast
Novodvinsk,Новодвинск,Arkhangelsk Oblast
Novokhopyorsk,Новохопёрск,Voronezh Oblast
Novokubansk,Новокубанск,Krasnodar Krai
Novokuybyshevsk,Новокуйбышевск,Samara Oblast
Novokuznetsk,Новокузнецк,Kemerovo Oblast
Novomichurinsk,Новомичуринск,Ryazan Oblast
Novomoskovsk,Новомосковск,Tula Oblast
Novopavlovsk,Новопавловск,Stavropol Krai
Novorossiysk,Новороссийск,Krasnodar Krai
Novorzhev,Новоржев,Pskov Oblast
Novoshakhtinsk,Новошахтинск,Rostov Oblast
Novosibirsk,Новосибирск,Novosibirsk Oblast
Novosil,Новосиль,Oryol Oblast
Novosokolniki,Новосокольники,Pskov Oblast
Novotroitsk,Новотроицк,Orenburg Oblast
Novoulyanovsk,Новоульяновск,Ulyanovsk Oblast
Novouralsk,Новоуральск,Sverdlovsk Oblast
Novouzensk,Новоузенск,Saratov Oblast
Novovoronezh,Нововоронеж,Voronezh Oblast
Novozybkov,Новозыбков,Bryansk Oblast
Novy Oskol,Новый Оскол,Belgorod Oblast
Novy Urengoy,Новый Уренгой,Yamalo-Nenets Autonomous Okrug
Noyabrsk,Ноябрьск,Yamalo-Nenets Autonomous Okrug
Nurlat,Нурлат,Republic of Tatarstan
Nyagan,Нягань,Khanty-Mansi Autonomous Okrug
Nyandoma,Няндома,Arkhangelsk Oblast
Nyazepetrovsk,Нязепетровск,Chelyabinsk Oblast
Nytva,Нытва,Perm Krai
Nyurba,Нюрба,Sakha Republic
Ob,Обь,Novosibirsk Oblast
Obluchye,Облучье,Jewish Autonomous Oblast
Obninsk,Обнинск,Kaluga Oblast
Oboyan,Обоянь,Kursk Oblast
Ochyor,Очёр,Perm Krai
Odintsovo,Одинцово,Moscow Oblast
Okha,Оха,Sakhalin Oblast
Okhansk,Оханск,Perm Krai
Oktyabrsk,Октябрьск,Samara Oblast
Oktyabrsky,Октябрьский,Republic of Bashkortostan
Okulovka,Окуловка,Novgorod Oblast
Olenegorsk,Оленегорск,Murmansk Oblast
Olonets,Олонец,Karelia
Olyokminsk,Олёкминск,Sakha Republic
Omsk,Омск,Omsk Oblast
Omutninsk,Омутнинск,Kirov Oblast
Onega,Онега,Arkhangelsk Oblast
Opochka,Опочка,Pskov Oblast
Orekhovo-Zuyevo,Орехово-Зуево,Moscow Oblast
Oryol,Орёл,Oryol Oblast
Orenburg,Оренбург,Orenburg Oblast
Orlov,Орлов,Kirov Oblast
Orsk,Орск,Orenburg Oblast
Osa,Оса,Perm Krai
Osinniki,Осинники,Kemerovo Oblast
Ostashkov,Осташков,Tver Oblast
Ostrogozhsk,Острогожск,Voronezh Oblast
Ostrov,Остров,Pskov Oblast
Ostrovnoy,Островной,Murmansk Oblast
Otradnoye,Отрадное,Leningrad Oblast
Otradny,Отрадный,Samara Oblast
Ozyorsk,Озёрск,Kaliningrad Oblast
Ozyorsk,Озёрск,Chelyabinsk Oblast
Ozherelye,Ожерелье,Moscow Oblast
Ozyory,Озёры,Moscow Oblast
Pallasovka,Палласовка,Volgograd Oblast
Partizansk,Партизанск,Primorsky Krai
Pavlovo,Павлово,Nizhny Novgorod Oblast
Pavlovsk,Павловск,Voronezh Oblast
Pavlovsk,Павловск,Saint Petersburg
Pavlovsky Posad,Павловский Посад,Moscow Oblast
Pechora,Печора,Komi Republic
Pechory,Печоры,Pskov Oblast
Penza,Пенза,Penza Oblast
Pereslavl-Zalessky,Переславль-Залесский,Yaroslavl Oblast
Peresvet,Пересвет,Moscow Oblast
Perevoz,Перевоз,Nizhny Novgorod Oblast
Perm,Пермь,Perm Krai
Pervomaysk,Первомайск,Nizhny Novgorod Oblast
Pervouralsk,Первоуральск,Sverdlovsk Oblast
Pestovo,Пестово,Novgorod Oblast
Petergof,Петергоф,Saint Petersburg
Petropavlovsk-Kamchatsky,Петропавловск-Камчатский,Kamchatka Krai
Petrov Val,Петров Вал,Volgograd Oblast
Petrovsk,Петровск,Saratov Oblast
Petrovsk-Zabaykalsky,Петровск-Забайкальский,Zabaykalsky Krai
Petrozavodsk,Петрозаводск,Karelia
Petukhovo,Петухово,Kurgan Oblast
Petushki,Петушки,Vladimir Oblast
Pevek,Певек,Chukotka Autonomous Okrug
Pikalyovo,Пикалёво,Leningrad Oblast
Pionersky,Пионерский,Kaliningrad Oblast
Pitkyaranta,Питкяранта,Karelia
Plast,Пласт,Chelyabinsk Oblast
Plavsk,Плавск,Tula Oblast
Plyos,Плёс,Ivanovo Oblast
Pochep,Почеп,Bryansk Oblast
Pochinok,Починок,Smolensk Oblast
Podolsk,Подольск,Moscow Oblast
Podporozhye,Подпорожье,Leningrad Oblast
Pokachi,Покачи,Khanty-Mansi Autonomous Okrug
Pokhvistnevo,Похвистнево,Samara Oblast
Pokrov,Покров,Vladimir Oblast
Pokrovsk,Покровск,Sakha Republic
Polessk,Полесск,Kaliningrad Oblast
Polevskoy,Полевской,Sverdlovsk Oblast
Polyarny,Полярный,Murmansk Oblast
Polyarnye Zori,Полярные Зори,Murmansk Oblast
Polysayevo,Полысаево,Kemerovo Oblast
Porkhov,Порхов,Pskov Oblast
Poronaysk,Поронайск,Sakhalin Oblast
Poshekhonye,Пошехонье,Yaroslavl Oblast
Povorino,Поворино,Voronezh Oblast
Pravdinsk,Правдинск,Kaliningrad Oblast
Primorsk,Приморск,Leningrad Oblast
Primorsko-Akhtarsk,Приморско-Ахтарск,Krasnodar Krai
Priozersk,Приозерск,Leningrad Oblast
Privolzhsk,Приволжск,Ivanovo Oblast
Prokhladny,Прохладный,Kabardino-Balkar Republic
Prokopyevsk,Прокопьевск,Kemerovo Oblast
Proletarsk,Пролетарск,Rostov Oblast
Protvino,Протвино,Moscow Oblast
Pskov,Псков,Pskov Oblast
Puchezh,Пучеж,Ivanovo Oblast
Pudozh,Пудож,Karelia
Pugachyov,Пугачев,Saratov Oblast
Pushchino,Пущино,Moscow Oblast
Pushkin,Пушкин,Saint Petersburg
Pushkino,Пушкино,Moscow Oblast
Pustoshka,Пустошка,Pskov Oblast
Pyatigorsk,Пятигорск,Stavropol Krai
Pytalovo,Пыталово,Pskov Oblast
Pyt-Yakh,Пыть-Ях,Khanty-Mansi Autonomous Okrug
Raduzhny,Радужный,Vladimir Oblast
Raduzhny,Радужный,Khanty-Mansi Autonomous Okrug
Ramenskoye,Раменское,Moscow Oblast
Rasskazovo,Рассказово,Tambov Oblast
Raychikhinsk,Райчихинск,Amur Oblast
Reutov,Реутов,Moscow Oblast
Revda,Ревда,Sverdlovsk Oblast
Rezh,Реж,Sverdlovsk Oblast
Rodniki,Родники,Ivanovo Oblast
Roshal,Рошаль,Moscow Oblast
Roslavl,Рославль,Smolensk Oblast
Rossosh,Россошь,Voronezh Oblast
Rostov,Ростов,Yaroslavl Oblast
Rostov-on-Don,Ростов-на-Дону,Rostov Oblast
Rtishchevo,Ртищево,Saratov Oblast
Rubtsovsk,Рубцовск,Altai Krai
Rudnya,Рудня,Smolensk Oblast
Ruza,Руза,Moscow Oblast
Ruzayevka,Рузаевка,Republic of Mordovia
Ryazan,Рязань,Ryazan Oblast
Ryazhsk,Ряжск,Ryazan Oblast
Rybinsk,Рыбинск,Yaroslavl Oblast
Rybnoye,Рыбное,Ryazan Oblast
Rylsk,Рыльск,Kursk Oblast
Rzhev,Ржев,Tver Oblast
Safonovo,Сафоново,Smolensk Oblast
Saint Petersburg,Санкт-Петербург,Saint Petersburg
Salair,Салаир,Kemerovo Oblast
Salavat,Салават,Republic of Bashkortostan
Salekhard,Салехард,Yamalo-Nenets Autonomous Okrug
Salsk,Сальск,Rostov Oblast
Samara,Самара,Samara Oblast
Saransk,Саранск,Republic of Mordovia
Sarapul,Сарапул,Udmurtia
Saratov,Саратов,Saratov Oblast
Sarov,Саров,Nizhny Novgorod Oblast
Sasovo,Сасово,Ryazan Oblast
Satka,Сатка,Chelyabinsk Oblast
Sayanogorsk,Саяногорск,Republic of Khakassia
Sayansk,Саянск,Irkutsk Oblast
Sebezh,Себеж,Pskov Oblast
Segezha,Сегежа,Karelia
Seltso,Сельцо,Bryansk Oblast
Semikarakorsk,Семикаракорск,Rostov Oblast
Semiluki,Семилуки,Voronezh Oblast
Semyonov,Семёнов,Nizhny Novgorod Oblast
Sengiley,Сенгилей,Ulyanovsk Oblast
Serafimovich,Серафимович,Volgograd Oblast
Serdobsk,Сердобск,Penza Oblast
Sergach,Сергач,Nizhny Novgorod Oblast
Sergiyev Posad,Сергиев Посад,Moscow Oblast
Serov,Серов,Sverdlovsk Oblast
Serpukhov,Серпухов,Moscow Oblast
Sertolovo,Сертолово,Leningrad Oblast
Sestroretsk,Сестрорецк,Saint Petersburg
Severobaykalsk,Северобайкальск,Republic of Buryatia
Severodvinsk,Северодвинск,Arkhangelsk Oblast
Severo-Kurilsk,Северо-Курильск,Sakhalin Oblast
Severomorsk,Североморск,Murmansk Oblast
Severouralsk,Североуральск,Sverdlovsk Oblast
Seversk,Северск,Tomsk Oblast
Sevsk,Севск,Bryansk Oblast
Shadrinsk,Шадринск,Kurgan Oblast
Shagonar,Шагонар,Tuva Republic
Shakhtyorsk,Шахтерск,Sakhalin Oblast
Shakhty,Шахты,Rostov Oblast
Shakhunya,Шахунья,Nizhny Novgorod Oblast
Shali,Шали,Chechen Republic
Sharya,Шарья,Kostroma Oblast
Sharypovo,Шарыпово,Krasnoyarsk Krai
Shatsk,Шацк,Ryazan Oblast
Shatura,Шатура,Moscow Oblast
Shcherbinka,Щербинка,Moscow Oblast
Shchigry,Щигры,Kursk Oblast
Shchuchye,Щучье,Kurgan Oblast
Shchyokino,Щёкино,Tula Oblast
Shchyolkovo,Щёлково,Moscow Oblast
Shebekino,Шебекино,Belgorod Oblast
Shelekhov,Шелехов,Irkutsk Oblast
Shenkursk,Шенкурск,Arkhangelsk Oblast
Shikhany,Шиханы,Saratov Oblast
Shilka,Шилка,Zabaykalsky Krai
Shimanovsk,Шимановск,Amur Oblast
Shlisselburg,Шлиссельбург,Leningrad Oblast
Shumerlya,Шумерля,Chuvash Republic
Shumikha,Шумиха,Kurgan Oblast
Shuya,Шуя,Ivanovo Oblast
Sibay,Сибай,Republic of Bashkortostan
Sim,Сим,Chelyabinsk Oblast
Skopin,Скопин,Ryazan Oblast
Skovorodino,Сковородино,Amur Oblast
Slantsy,Сланцы,Leningrad Oblast
Slavgorod,Славгород,Altai Krai
Slavsk,Славск,Kaliningrad Oblast
Slavyansk-na-Kubani,Славянск-на-Кубани,Krasnodar Krai
Slobodskoy,Слободской,Kirov Oblast
Slyudyanka,Слюдянка,Irkutsk Oblast
Smolensk,Смоленск,Smolensk Oblast
Snezhinsk,Снежинск,Chelyabinsk Oblast
Snezhnogorsk,Снежногорск,Murmansk Oblast
Sobinka,Собинка,Vladimir Oblast
Sochi,Сочи,Krasnodar Krai
Sokol,Сокол,Vologda Oblast
Sokolniki,Сокольники,Tula Oblast
Soligalich,Солигалич,Kostroma Oblast
Solikamsk,Соликамск,Perm Krai
Sol-Iletsk,Соль-Илецк,Orenburg Oblast
Solnechnogorsk,Солнечногорск,Moscow Oblast
Soltsy,Сольцы,Novgorod Oblast
Solvychegodsk,Сольвычегодск,Arkhangelsk Oblast
Sorochinsk,Сорочинск,Orenburg Oblast
Sorsk,Сорск,Republic of Khakassia
Sortavala,Сортавала,Karelia
Sosensky,Сосенский,Kaluga Oblast
Sosnogorsk,Сосногорск,Komi Republic
Sosnovka,Сосновка,Kirov Oblast
Sosnovoborsk,Сосновоборск,Krasnoyarsk Krai
Sosnovy Bor,Сосновый Бор,Leningrad Oblast
Sovetsk,Советск,Kaliningrad Oblast
Sovetsk,Советск,Kirov Oblast
Sovetsk,Советск,Tula Oblast
Sovetskaya Gavan,Советская Гавань,Khabarovsk Krai
Sovetsky,Советский,Khanty-Mansi Autonomous Okrug
Spas-Demensk,Спас-Деменск,Kaluga Oblast
Spas-Klepiki,Спас-Клепики,Ryazan Oblast
Spassk,Спасск,Penza Oblast
Spassk-Dalny,Спасск-Дальний,Primorsky Krai
Spassk-Ryazansky,Спасск-Рязанский,Ryazan Oblast
Srednekolymsk,Среднеколымск,Sakha Republic
Sredneuralsk,Среднеуральск,Sverdlovsk Oblast
Sretensk,Сретенск,Zabaykalsky Krai
Staraya Kupavna,Старая Купавна,Moscow Oblast
Staraya Russa,Старая Русса,Novgorod Oblast
Staritsa,Старица,Tver Oblast
Starodub,Стародуб,Bryansk Oblast
Stary Oskol,Старый Оскол,Belgorod Oblast
Stavropol,Ставрополь,Stavropol Krai
Sterlitamak,Стерлитамак,Republic of Bashkortostan
Strezhevoy,Стрежевой,Tomsk Oblast
Stroitel,Строитель,Belgorod Oblast
Strunino,Струнино,Vladimir Oblast
Stupino,Ступино,Moscow Oblast
Sudogda,Судогда,Vladimir Oblast
Sudzha,Суджа,Kursk Oblast
Sukhinichi,Сухиничи,Kaluga Oblast
Sukhoy Log,Сухой Лог,Sverdlovsk Oblast
Suoyarvi,Суоярви,Karelia
Surazh,Сураж,Bryansk Oblast
Surgut,Сургут,Khanty-Mansi Autonomous Okrug
Surovikino,Суровикино,Volgograd Oblast
Sursk,Сурск,Penza Oblast
Susuman,Сусуман,Magadan Oblast
Suvorov,Суворов,Tula Oblast
Suzdal,Суздаль,Vladimir Oblast
Svetlogorsk,Светлогорск,Kaliningrad Oblast
Svetlograd,Светлоград,Stavropol Krai
Svetly,Светлый,Kaliningrad Oblast
Svetogorsk,Светогорск,Leningrad Oblast
Svirsk,Свирск,Irkutsk Oblast
Svobodny,Свободный,Amur Oblast
Syasstroy,Сясьстрой,Leningrad Oblast
Sychyovka,Сычёвка,Smolensk Oblast
Syktyvkar,Сыктывкар,Komi Republic
Sysert,Сысерть,Sverdlovsk Oblast
Syzran,Сызрань,Samara Oblast
Taganrog,Таганрог,Rostov Oblast
Taldom,Талдом,Moscow Oblast
Talitsa,Талица,Sverdlovsk Oblast
Tambov,Тамбов,Tambov Oblast
Tara,Тара,Omsk Oblast
Tarko-Sale,Тарко-Сале,Yamalo-Nenets Autonomous Okrug
Tarusa,Таруса,Kaluga Oblast
Tashtagol,Таштагол,Kemerovo Oblast
Tatarsk,Татарск,Novosibirsk Oblast
Tavda,Тавда,Sverdlovsk Oblast
Tayga,Тайга,Kemerovo Oblast
Tayshet,Тайшет,Irkutsk Oblast
Teberda,Теберда,Karachay-Cherkessia
Temnikov,Темников,Republic of Mordovia
Temryuk,Темрюк,Krasnodar Krai
Terek,Терек,Kabardino-Balkar Republic
Tetyushi,Тетюши,Republic of Tatarstan
Teykovo,Тейково,Ivanovo Oblast
Tikhoretsk,Тихорецк,Krasnodar Krai
Tikhvin,Тихвин,Leningrad Oblast
Timashyovsk,Тимашёвск,Krasnodar Krai
Tobolsk,Тобольск,Tyumen Oblast
Toguchin,Тогучин,Novosibirsk Oblast
Tolyatti,Тольятти,Samara Oblast
Tomari,Томари,Sakhalin Oblast
Tommot,Томмот,Sakha Republic
Tomsk,Томск,Tomsk Oblast
Topki,Топки,Kemerovo Oblast
Toropets,Торопец,Tver Oblast
Torzhok,Торжок,Tver Oblast
Tosno,Тосно,Leningrad Oblast
Totma,Тотьма,Vologda Oblast
Troitsk,Троицк,Moscow
Troitsk,Троицк,Chelyabinsk Oblast
Trubchevsk,Трубчевск,Bryansk Oblast
Tryokhgorny,Трёхгорный,Chelyabinsk Oblast
Tsimlyansk,Цимлянск,Rostov Oblast
Tsivilsk,Цивильск,Chuvash Republic
Tuapse,Туапсе,Krasnodar Krai
Tula,Тула,Tula Oblast
Tulun,Тулун,Irkutsk Oblast
Turan,Туран,Tuva Republic
Turinsk,Туринск,Sverdlovsk Oblast
Tutayev,Тутаев,Yaroslavl Oblast
Tuymazy,Туймазы,Republic of Bashkortostan
Tver,Тверь,Tver Oblast
Tynda,Тында,Amur Oblast
Tyrnyauz,Тырныауз,Kabardino-Balkar Republic
Tyukalinsk,Тюкалинск,Omsk Oblast
Tyumen,Тюмень,Tyumen Oblast
Uchaly,Учалы,Republic of Bashkortostan
Udachny,Удачный,Sakha Republic
Udomlya,Удомля,Tver Oblast
Ufa,Уфа,Republic of Bashkortostan
Uglegorsk,Углегорск,Sakhalin Oblast
Uglich,Углич,Yaroslavl Oblast
Ukhta,Ухта,Komi Republic
Ulan-Ude,Улан-Удэ,Republic of Buryatia
Ulyanovsk,Ульяновск,Ulyanovsk Oblast
Unecha,Унеча,Bryansk Oblast
Uray,Урай,Khanty-Mansi Autonomous Okrug
Uren,Урень,Nizhny Novgorod Oblast
Urus-Martan,Урус-Мартан,Chechen Republic
Uryupinsk,Урюпинск,Volgograd Oblast
Urzhum,Уржум,Kirov Oblast
Usinsk,Усинск,Komi Republic
Usman,Усмань,Lipetsk Oblast
Usolye,Усолье,Perm Krai
Usolye-Sibirskoye,Усолье-Сибирское,Irkutsk Oblast
Ussuriysk,Уссурийск,Primorsky Krai
Ust-Dzheguta,Усть-Джегута,Karachay-Cherkessia
Ust-Ilimsk,Усть-Илимск,Irkutsk Oblast
Ust-Katav,Усть-Катав,Chelyabinsk Oblast
Ust-Kut,Усть-Кут,Irkutsk Oblast
Ust-Labinsk,Усть-Лабинск,Krasnodar Krai
Ustyuzhna,Устюжна,Vologda Oblast
Uvarovo,Уварово,Tambov Oblast
Uyar,Уяр,Krasnoyarsk Krai
Uzhur,Ужур,Krasnoyarsk Krai
Uzlovaya,Узловая,Tula Oblast
Valday,Валдай,Novgorod Oblast
Valuyki,Валуйки,Belgorod Oblast
Velikiye Luki,Великие Луки,Pskov Oblast
Veliky Novgorod,Великий Новгород,Novgorod Oblast
Veliky Ustyug,Великий Устюг,Vologda Oblast
Velizh,Велиж,Smolensk Oblast
Velsk,Вельск,Arkhangelsk Oblast
Venyov,Венёв,Tula Oblast
Vereshchagino,Верещагино,Perm Krai
Vereya,Верея,Moscow Oblast
Verkhneuralsk,Верхнеуральск,Chelyabinsk Oblast
Verkhny Tagil,Верхний Тагил,Sverdlovsk Oblast
Verkhny Ufaley,Верхний Уфалей,Chelyabinsk Oblast
Verkhnyaya Pyshma,Верхняя Пышма,Sverdlovsk Oblast
Verkhnyaya Salda,Верхняя Салда,Sverdlovsk Oblast
Verkhnyaya Tura,Верхняя Тура,Sverdlovsk Oblast
Verkhoturye,Верхотурье,Sverdlovsk Oblast
Verkhoyansk,Верхоянск,Sakha Republic
Vesyegonsk,Весьегонск,Tver Oblast
Vetluga,Ветлуга,Nizhny Novgorod Oblast
Vichuga,Вичуга,Ivanovo Oblast
Vidnoye,Видное,Moscow Oblast
Vikhorevka,Вихоревка,Irkutsk Oblast
Vilyuchinsk,Вилючинск,Kamchatka Krai
Vilyuysk,Вилюйск,Sakha Republic
Vladikavkaz,Владикавказ,Republic of North Ossetia–Alania
Vladimir,Владимир,Vladimir Oblast
Vladivostok,Владивосток,Primorsky Krai
Volchansk,Волчанск,Sverdlovsk Oblast
Volgodonsk,Волгодонск,Rostov Oblast
Volgograd,Волгоград,Volgograd Oblast
Volgorechensk,Волгореченск,Kostroma Oblast
Volkhov,Волхов,Leningrad Oblast
Volodarsk,Володарск,Nizhny Novgorod Oblast
Vologda,Вологда,Vologda Oblast
Volokolamsk,Волоколамск,Moscow Oblast
Volosovo,Волосово,Leningrad Oblast
Volsk,Вольск,Saratov Oblast
Volzhsk,Волжск,Mari El
Volzhsky,Волжский,Volgograd Oblast
Vorkuta,Воркута,Komi Republic
Voronezh,Воронеж,Voronezh Oblast
Vorsma,Ворсма,Nizhny Novgorod Oblast
Voskresensk,Воскресенск,Moscow Oblast
Votkinsk,Воткинск,Udmurtia
Vsevolozhsk,Всеволожск,Leningrad Oblast
Vuktyl,Вуктыл,Komi Republic
Vyatskiye Polyany,Вятские Поляны,Kirov Oblast
Vyazemsky,Вяземский,Khabarovsk Krai
Vyazma,Вязьма,Smolensk Oblast
Vyazniki,Вязники,Vladimir Oblast
Vyborg,Выборг,Leningrad Oblast
Vyksa,Выкса,Nizhny Novgorod Oblast
Vyshny Volochyok,Вышний Волочёк,Tver Oblast
Vysokovsk,Высоковск,Moscow Oblast
Vysotsk,Высоцк,Leningrad Oblast
Vytegra,Вытегра,Vologda Oblast
Yadrin,Ядрин,Chuvash Republic
Yakhroma,Яхрома,Moscow Oblast
Yakutsk,Якутск,Sakha Republic
Yalutorovsk,Ялуторовск,Tyumen Oblast
Yanaul,Янаул,Republic of Bashkortostan
Yaransk,Яранск,Kirov Oblast
Yaroslavl,Ярославль,Yaroslavl Oblast
Yarovoye,Яровое,Altai Krai
Yartsevo,Ярцево,Smolensk Oblast
Yasnogorsk,Ясногорск,Tula Oblast
Yasny,Ясный,Orenburg Oblast
Yefremov,Ефремов,Tula Oblast
Yegoryevsk,Егорьевск,Moscow Oblast
Yekaterinburg,Екатеринбург,Sverdlovsk Oblast
Yelabuga,Елабуга,Republic of Tatarstan
Yelets,Елец,Lipetsk Oblast
Yelizovo,Елизово,Kamchatka Krai
Yelnya,Ельня,Smolensk Oblast
Yemanzhelinsk,Еманжелинск,Chelyabinsk Oblast
Yemva,Емва,Komi Republic
Yeniseysk,Енисейск,Krasnoyarsk Krai
Yermolino,Ермолино,Kaluga Oblast
Yershov,Ершов,Saratov Oblast
Yessentuki,Ессентуки,Stavropol Krai
Yeysk,Ейск,Krasnodar Krai
Yoshkar-Ola,Йошкар-Ола,Mari El
Yubileyny,Юбилейный,Moscow Oblast
Yugorsk,Югорск,Khanty-Mansi Autonomous Okrug
Yukhnov,Юхнов,Kaluga Oblast
Yurga,Юрга,Kemerovo Oblast
Yuryevets,Юрьевец,Ivanovo Oblast
Yuryev-Polsky,Юрьев-Польский,Vladimir Oblast
Yuryuzan,Юрюзань,Chelyabinsk Oblast
Yuzha,Южа,Ivanovo Oblast
Yuzhno-Sakhalinsk,Южно-Сахалинск,Sakhalin Oblast
Yuzhno-Sukhokumsk,Южно-Сухокумск,Dagestan
Yuzhnouralsk,Южноуральск,Chelyabinsk Oblast
Zadonsk,Задонск,Lipetsk Oblast
Zainsk,Заинск,Republic of Tatarstan
Zakamensk,Закаменск,Republic of Buryatia
Zaozyorny,Заозёрный,Krasnoyarsk Krai
Zaozyorsk,Заозёрск,Murmansk Oblast
Zapadnaya Dvina,Западная Двина,Tver Oblast
Zapolyarny,Заполярный,Murmansk Oblast
Zaraysk,Зарайск,Moscow Oblast
Zarechny,Заречный,Penza Oblast
Zarechny,Заречный,Sverdlovsk Oblast
Zarinsk,Заринск,Altai Krai
Zavitinsk,Завитинск,Amur Oblast
Zavodoukovsk,Заводоуковск,Tyumen Oblast
Zavolzhsk,Заволжск,Ivanovo Oblast
Zavolzhye,Заволжье,Nizhny Novgorod Oblast
Zelenodolsk,Зеленодольск,Republic of Tatarstan
Zelenogorsk,Зеленогорск,Krasnoyarsk Krai
Zelenogorsk,Зеленогорск,Saint Petersburg
Zelenograd,Зеленоград,Moscow
Zelenogradsk,Зеленоградск,Kaliningrad Oblast
Zelenokumsk,Зеленокумск,Stavropol Krai
Zernograd,Зерноград,Rostov Oblast
Zeya,Зея,Amur Oblast
Zheleznodorozhny,Железнодорожный,Moscow Oblast
Zheleznogorsk,Железногорск,Krasnoyarsk Krai
Zheleznogorsk,Железногорск,Kursk Oblast
Zheleznogorsk-Ilimsky,Железногорск-Илимский,Irkutsk Oblast
Zheleznovodsk,Железноводск,Stavropol Krai
Zherdevka,Жердевка,Tambov Oblast
Zhigulyovsk,Жигулёвск,Samara Oblast
Zhirnovsk,Жирновск,Volgograd Oblast
Zhizdra,Жиздра,Kaluga Oblast
Zhukov,Жуков,Kaluga Oblast
Zhukovka,Жуковка,Bryansk Oblast
Zhukovsky,Жуковский,Moscow Oblast
Zima,Зима,Irkutsk Oblast
Zlatoust,Златоуст,Chelyabinsk Oblast
Zlynka,Злынка,Bryansk Oblast
Zmeinogorsk,Змеиногорск,Altai Krai
Znamensk,Знаменск,Astrakhan Oblast
Zubtsov,Зубцов,Tver Oblast
Zuyevka,Зуевка,Kirov Oblast
Zvenigorod,Звенигород,Moscow Oblast
Zvenigovo,Звенигово,Mari El
Zverevo,Зверево,Rostov Oblast
